"Notes","States","States Code","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","Age Groups","Age Groups Code","Race","Race Code",Count,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Alabama","01","2019","2019","Breast","26000","25-29 years","25-29","White","2106-3",16,219914,7.3,4.2,11.8,1.8
,"Alabama","01","2019","2019","Breast","26000","30-34 years","30-34","White","2106-3",27,212282,12.7,8.4,18.5,2.4
,"Alabama","01","2019","2019","Breast","26000","35-39 years","35-39","Black or African American","2054-5",35,89815,39.0,27.1,54.2,6.6
,"Alabama","01","2019","2019","Breast","26000","35-39 years","35-39","White","2106-3",55,214098,25.7,19.4,33.4,3.5
,"Alabama","01","2019","2019","Breast","26000","40-44 years","40-44","Black or African American","2054-5",58,82741,70.1,53.2,90.6,9.2
,"Alabama","01","2019","2019","Breast","26000","40-44 years","40-44","White","2106-3",138,205909,67.0,56.3,79.2,5.7
,"Alabama","01","2019","2019","Breast","26000","45-49 years","45-49","Black or African American","2054-5",87,82393,105.6,84.6,130.2,11.3
,"Alabama","01","2019","2019","Breast","26000","45-49 years","45-49","White","2106-3",227,226080,100.4,87.8,114.4,6.7
,"Alabama","01","2019","2019","Breast","26000","50-54 years","50-54","Black or African American","2054-5",121,80335,150.6,125.0,180.0,13.7
,"Alabama","01","2019","2019","Breast","26000","50-54 years","50-54","White","2106-3",266,227782,116.8,103.2,131.7,7.2
,"Alabama","01","2019","2019","Breast","26000","55-59 years","55-59","Black or African American","2054-5",142,86998,163.2,137.5,192.4,13.7
,"Alabama","01","2019","2019","Breast","26000","55-59 years","55-59","White","2106-3",309,250892,123.2,109.8,137.7,7.0
,"Alabama","01","2019","2019","Breast","26000","60-64 years ","60-64","Black or African American","2054-5",149,82103,181.5,153.5,213.1,14.9
,"Alabama","01","2019","2019","Breast","26000","60-64 years ","60-64","White","2106-3",438,238791,183.4,166.6,201.4,8.8
,"Alabama","01","2019","2019","Breast","26000","65-69 years","65-69","Black or African American","2054-5",160,65948,242.6,206.5,283.3,19.2
,"Alabama","01","2019","2019","Breast","26000","65-69 years","65-69","White","2106-3",464,208963,222.0,202.3,243.2,10.3
,"Alabama","01","2019","2019","Breast","26000","70-74 years","70-74","Black or African American","2054-5",100,44233,226.1,183.9,275.0,22.6
,"Alabama","01","2019","2019","Breast","26000","70-74 years","70-74","White","2106-3",442,178502,247.6,225.1,271.8,11.8
,"Alabama","01","2019","2019","Breast","26000","75-79 years","75-79","Black or African American","2054-5",64,26615,240.5,185.2,307.1,30.1
,"Alabama","01","2019","2019","Breast","26000","75-79 years","75-79","White","2106-3",303,124010,244.3,217.6,273.5,14.0
,"Alabama","01","2019","2019","Breast","26000","80-84 years","80-84","Black or African American","2054-5",45,17018,264.4,192.9,353.8,39.4
,"Alabama","01","2019","2019","Breast","26000","80-84 years","80-84","White","2106-3",220,79471,276.8,241.5,315.9,18.7
,"Alabama","01","2019","2019","Breast","26000","85+ years","85+","Black or African American","2054-5",28,15284,183.2,121.7,264.8,34.6
,"Alabama","01","2019","2019","Breast","26000","85+ years","85+","White","2106-3",151,69230,218.1,184.7,255.8,17.7
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","35-39 years","35-39","White","2106-3",25,214098,11.7,7.6,17.2,2.3
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","40-44 years","40-44","White","2106-3",39,205909,18.9,13.5,25.9,3.0
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","45-49 years","45-49","Black or African American","2054-5",26,82393,31.6,20.6,46.2,6.2
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","45-49 years","45-49","White","2106-3",65,226080,28.8,22.2,36.6,3.6
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","50-54 years","50-54","Black or African American","2054-5",18,80335,22.4,13.3,35.4,5.3
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","50-54 years","50-54","White","2106-3",58,227782,25.5,19.3,32.9,3.3
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","55-59 years","55-59","Black or African American","2054-5",32,86998,36.8,25.2,51.9,6.5
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","55-59 years","55-59","White","2106-3",98,250892,39.1,31.7,47.6,3.9
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","60-64 years ","60-64","Black or African American","2054-5",38,82103,46.3,32.8,63.5,7.5
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","60-64 years ","60-64","White","2106-3",140,238791,58.6,49.3,69.2,5.0
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","65-69 years","65-69","Black or African American","2054-5",60,65948,91.0,69.4,117.1,11.7
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","65-69 years","65-69","White","2106-3",155,208963,74.2,63.0,86.8,6.0
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","70-74 years","70-74","Black or African American","2054-5",47,44233,106.3,78.1,141.3,15.5
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","70-74 years","70-74","White","2106-3",127,178502,71.1,59.3,84.7,6.3
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","75-79 years","75-79","Black or African American","2054-5",22,26615,82.7,51.8,125.1,17.6
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","75-79 years","75-79","White","2106-3",90,124010,72.6,58.4,89.2,7.7
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","80-84 years","80-84","White","2106-3",55,79471,69.2,52.1,90.1,9.3
,"Alabama","01","2019","2019","Kidney and Renal Pelvis","29020","85+ years","85+","White","2106-3",47,69230,67.9,49.9,90.3,9.9
,"Alabama","01","2019","2019","Liver","21071","50-54 years","50-54","White","2106-3",20,227782,8.8,5.4,13.6,2.0
,"Alabama","01","2019","2019","Liver","21071","55-59 years","55-59","Black or African American","2054-5",19,86998,21.8,13.1,34.1,5.0
,"Alabama","01","2019","2019","Liver","21071","55-59 years","55-59","White","2106-3",45,250892,17.9,13.1,24.0,2.7
,"Alabama","01","2019","2019","Liver","21071","60-64 years ","60-64","Black or African American","2054-5",24,82103,29.2,18.7,43.5,6.0
,"Alabama","01","2019","2019","Liver","21071","60-64 years ","60-64","White","2106-3",63,238791,26.4,20.3,33.8,3.3
,"Alabama","01","2019","2019","Liver","21071","65-69 years","65-69","Black or African American","2054-5",26,65948,39.4,25.8,57.8,7.7
,"Alabama","01","2019","2019","Liver","21071","65-69 years","65-69","White","2106-3",75,208963,35.9,28.2,45.0,4.1
,"Alabama","01","2019","2019","Liver","21071","70-74 years","70-74","Black or African American","2054-5",16,44233,36.2,20.7,58.7,9.0
,"Alabama","01","2019","2019","Liver","21071","70-74 years","70-74","White","2106-3",60,178502,33.6,25.7,43.3,4.3
,"Alabama","01","2019","2019","Liver","21071","75-79 years","75-79","White","2106-3",44,124010,35.5,25.8,47.6,5.3
,"Alabama","01","2019","2019","Liver","21071","80-84 years","80-84","White","2106-3",28,79471,35.2,23.4,50.9,6.7
,"Alabama","01","2019","2019","Liver","21071","85+ years","85+","White","2106-3",24,69230,34.7,22.2,51.6,7.1
,"Alabama","01","2019","2019","Lung and Bronchus","22030","40-44 years","40-44","White","2106-3",19,205909,9.2,5.6,14.4,2.1
,"Alabama","01","2019","2019","Lung and Bronchus","22030","45-49 years","45-49","White","2106-3",52,226080,23.0,17.2,30.2,3.2
,"Alabama","01","2019","2019","Lung and Bronchus","22030","50-54 years","50-54","Black or African American","2054-5",33,80335,41.1,28.3,57.7,7.2
,"Alabama","01","2019","2019","Lung and Bronchus","22030","50-54 years","50-54","White","2106-3",138,227782,60.6,50.9,71.6,5.2
,"Alabama","01","2019","2019","Lung and Bronchus","22030","55-59 years","55-59","Black or African American","2054-5",96,86998,110.3,89.4,134.8,11.3
,"Alabama","01","2019","2019","Lung and Bronchus","22030","55-59 years","55-59","White","2106-3",322,250892,128.3,114.7,143.2,7.2
