"Notes","States","States Code","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","Age Groups","Age Groups Code","Race","Race Code",Count,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Alabama","01","2021","2021","Kidney and Renal Pelvis","29020","80-84 years","80-84","Black or African American","2054-5",16,17375,92.1,52.6,149.5,23.0
,"Alabama","01","2021","2021","Kidney and Renal Pelvis","29020","80-84 years","80-84","White","2106-3",56,81672,68.6,51.8,89.0,9.2
,"Alabama","01","2021","2021","Kidney and Renal Pelvis","29020","85+ years","85+","White","2106-3",36,69578,51.7,36.2,71.6,8.6
,"Alabama","01","2021","2021","Liver","21071","50-54 years","50-54","White","2106-3",17,231192,7.4,4.3,11.8,1.8
,"Alabama","01","2021","2021","Liver","21071","55-59 years","55-59","White","2106-3",46,242990,18.9,13.9,25.3,2.8
,"Alabama","01","2021","2021","Liver","21071","60-64 years ","60-64","Black or African American","2054-5",40,82833,48.3,34.5,65.8,7.6
,"Alabama","01","2021","2021","Liver","21071","60-64 years ","60-64","White","2106-3",61,243397,25.1,19.2,32.2,3.2
,"Alabama","01","2021","2021","Liver","21071","65-69 years","65-69","Black or African American","2054-5",37,69621,53.1,37.4,73.3,8.7
,"Alabama","01","2021","2021","Liver","21071","65-69 years","65-69","White","2106-3",90,216961,41.5,33.4,51.0,4.4
,"Alabama","01","2021","2021","Liver","21071","70-74 years","70-74","White","2106-3",71,190115,37.3,29.2,47.1,4.4
,"Alabama","01","2021","2021","Liver","21071","75-79 years","75-79","White","2106-3",37,127981,28.9,20.4,39.8,4.8
,"Alabama","01","2021","2021","Liver","21071","80-84 years","80-84","White","2106-3",33,81672,40.4,27.8,56.7,7.0
,"Alabama","01","2021","2021","Liver","21071","85+ years","85+","White","2106-3",24,69578,34.5,22.1,51.3,7.0
,"Alabama","01","2021","2021","Lung and Bronchus","22030","40-44 years","40-44","White","2106-3",16,211711,7.6,4.3,12.3,1.9
,"Alabama","01","2021","2021","Lung and Bronchus","22030","45-49 years","45-49","White","2106-3",38,211559,18.0,12.7,24.7,2.9
,"Alabama","01","2021","2021","Lung and Bronchus","22030","50-54 years","50-54","Black or African American","2054-5",31,79539,39.0,26.5,55.3,7.0
,"Alabama","01","2021","2021","Lung and Bronchus","22030","50-54 years","50-54","White","2106-3",100,231192,43.3,35.2,52.6,4.3
,"Alabama","01","2021","2021","Lung and Bronchus","22030","55-59 years","55-59","Black or African American","2054-5",79,84307,93.7,74.2,116.8,10.5
,"Alabama","01","2021","2021","Lung and Bronchus","22030","55-59 years","55-59","White","2106-3",293,242990,120.6,107.2,135.2,7.0
,"Alabama","01","2021","2021","Lung and Bronchus","22030","60-64 years ","60-64","Black or African American","2054-5",155,82833,187.1,158.8,219.0,15.0
,"Alabama","01","2021","2021","Lung and Bronchus","22030","60-64 years ","60-64","White","2106-3",494,243397,203.0,185.5,221.7,9.1
,"Alabama","01","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","Black or African American","2054-5",180,69621,258.5,222.2,299.2,19.3
,"Alabama","01","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","White","2106-3",565,216961,260.4,239.4,282.8,11.0
,"Alabama","01","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","Black or African American","2054-5",154,51104,301.3,255.6,352.9,24.3
,"Alabama","01","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","White","2106-3",586,190115,308.2,283.8,334.2,12.7
,"Alabama","01","2021","2021","Lung and Bronchus","22030","75-79 years","75-79","Black or African American","2054-5",89,28281,314.7,252.7,387.3,33.4
,"Alabama","01","2021","2021","Lung and Bronchus","22030","75-79 years","75-79","White","2106-3",462,127981,361.0,328.8,395.5,16.8
,"Alabama","01","2021","2021","Lung and Bronchus","22030","80-84 years","80-84","Black or African American","2054-5",51,17375,293.5,218.5,385.9,41.1
,"Alabama","01","2021","2021","Lung and Bronchus","22030","80-84 years","80-84","White","2106-3",303,81672,371.0,330.4,415.2,21.3
,"Alabama","01","2021","2021","Lung and Bronchus","22030","85+ years","85+","Black or African American","2054-5",42,15285,274.8,198.0,371.4,42.4
,"Alabama","01","2021","2021","Lung and Bronchus","22030","85+ years","85+","White","2106-3",188,69578,270.2,233.0,311.7,19.7
,"Alabama","01","2021","2021","Prostate","28010","45-49 years","45-49","Black or African American","2054-5",20,35580,56.2,34.3,86.8,12.6
,"Alabama","01","2021","2021","Prostate","28010","45-49 years","45-49","White","2106-3",21,106110,19.8,12.3,30.3,4.3
,"Alabama","01","2021","2021","Prostate","28010","50-54 years","50-54","Black or African American","2054-5",89,35861,248.2,199.3,305.4,26.3
,"Alabama","01","2021","2021","Prostate","28010","50-54 years","50-54","White","2106-3",84,116827,71.9,57.4,89.0,7.8
,"Alabama","01","2021","2021","Prostate","28010","55-59 years","55-59","Black or African American","2054-5",166,38119,435.5,371.8,507.0,33.8
,"Alabama","01","2021","2021","Prostate","28010","55-59 years","55-59","White","2106-3",234,120933,193.5,169.5,219.9,12.6
,"Alabama","01","2021","2021","Prostate","28010","55-59 years","55-59","Other Races and Unknown combined","2131-1",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2021","2021","Prostate","28010","60-64 years ","60-64","Black or African American","2054-5",254,36778,690.6,608.3,781.0,43.3
,"Alabama","01","2021","2021","Prostate","28010","60-64 years ","60-64","White","2106-3",364,119417,304.8,274.3,337.8,16.0
,"Alabama","01","2021","2021","Prostate","28010","60-64 years ","60-64","Other Races and Unknown combined","2131-1",45,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2021","2021","Prostate","28010","65-69 years","65-69","Black or African American","2054-5",286,30273,944.7,838.4,1060.8,55.9
,"Alabama","01","2021","2021","Prostate","28010","65-69 years","65-69","White","2106-3",471,103658,454.4,414.3,497.3,20.9
,"Alabama","01","2021","2021","Prostate","28010","65-69 years","65-69","Other Races and Unknown combined","2131-1",55,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2021","2021","Prostate","28010","70-74 years","70-74","Black or African American","2054-5",177,21868,809.4,694.6,937.8,60.8
,"Alabama","01","2021","2021","Prostate","28010","70-74 years","70-74","White","2106-3",468,88672,527.8,481.0,577.8,24.4
,"Alabama","01","2021","2021","Prostate","28010","70-74 years","70-74","Other Races and Unknown combined","2131-1",46,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2021","2021","Prostate","28010","75-79 years","75-79","Black or African American","2054-5",99,11477,862.6,701.1,1050.2,86.7
,"Alabama","01","2021","2021","Prostate","28010","75-79 years","75-79","White","2106-3",289,57294,504.4,447.9,566.1,29.7
,"Alabama","01","2021","2021","Prostate","28010","75-79 years","75-79","Other Races and Unknown combined","2131-1",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Alabama","01","2021","2021","Prostate","28010","80-84 years","80-84","Black or African American","2054-5",45,6441,698.6,509.6,934.8,104.1
,"Alabama","01","2021","2021","Prostate","28010","80-84 years","80-84","White","2106-3",122,34223,356.5,296.0,425.6,32.3
,"Alabama","01","2021","2021","Prostate","28010","85+ years","85+","Black or African American","2054-5",35,4403,794.9,553.7,1105.5,134.4
,"Alabama","01","2021","2021","Prostate","28010","85+ years","85+","White","2106-3",104,24599,422.8,345.4,512.3,41.5
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","45-49 years","45-49","White","2106-3",16,211559,7.6,4.3,12.3,1.9
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","50-54 years","50-54","White","2106-3",29,231192,12.5,8.4,18.0,2.3
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","55-59 years","55-59","Black or African American","2054-5",16,84307,19.0,10.8,30.8,4.7
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","55-59 years","55-59","White","2106-3",52,242990,21.4,16.0,28.1,3.0
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","60-64 years ","60-64","Black or African American","2054-5",20,82833,24.1,14.7,37.3,5.4
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","60-64 years ","60-64","White","2106-3",99,243397,40.7,33.1,49.5,4.1
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","65-69 years","65-69","Black or African American","2054-5",28,69621,40.2,26.7,58.1,7.6
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","65-69 years","65-69","White","2106-3",153,216961,70.5,59.8,82.6,5.7
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","70-74 years","70-74","Black or African American","2054-5",32,51104,62.6,42.8,88.4,11.1
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","70-74 years","70-74","White","2106-3",147,190115,77.3,65.3,90.9,6.4
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","75-79 years","75-79","Black or African American","2054-5",19,28281,67.2,40.4,104.9,15.4
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","75-79 years","75-79","White","2106-3",165,127981,128.9,110.0,150.2,10.0
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","80-84 years","80-84","White","2106-3",132,81672,161.6,135.2,191.7,14.1
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","85+ years","85+","Black or African American","2054-5",16,15285,104.7,59.8,170.0,26.2
,"Alabama","01","2021","2021","Urinary Bladder, invasive and in situ","29010","85+ years","85+","White","2106-3",110,69578,158.1,129.9,190.5,15.1
,"Alaska","02","2021","2021","Breast","26000","40-44 years","40-44","White","2106-3",18,33175,54.3,32.2,85.8,12.8
,"Alaska","02","2021","2021","Breast","26000","45-49 years","45-49","White","2106-3",25,29013,86.2,55.8,127.2,17.2
,"Alaska","02","2021","2021","Breast","26000","50-54 years","50-54","White","2106-3",35,30880,113.3,78.9,157.6,19.2
,"Alaska","02","2021","2021","Breast","26000","55-59 years","55-59","White","2106-3",42,33144,126.7,91.3,171.3,19.6
,"Alaska","02","2021","2021","Breast","26000","60-64 years ","60-64","White","2106-3",50,34346,145.6,108.1,191.9,20.6
,"Alaska","02","2021","2021","Breast","26000","65-69 years","65-69","White","2106-3",52,29910,173.9,129.8,228.0,24.1
,"Alaska","02","2021","2021","Breast","26000","70-74 years","70-74","White","2106-3",54,22128,244.0,183.3,318.4,33.2
,"Alaska","02","2021","2021","Breast","26000","75-79 years","75-79","White","2106-3",29,12657,229.1,153.4,329.1,42.5
,"Alaska","02","2021","2021","Breast","26000","80-84 years","80-84","White","2106-3",17,6664,255.1,148.6,408.4,61.9
,"Alaska","02","2021","2021","Kidney and Renal Pelvis","29020","55-59 years","55-59","White","2106-3",16,33144,48.3,27.6,78.4,12.1
,"Alaska","02","2021","2021","Kidney and Renal Pelvis","29020","60-64 years ","60-64","White","2106-3",18,34346,52.4,31.1,82.8,12.4
,"Alaska","02","2021","2021","Kidney and Renal Pelvis","29020","70-74 years","70-74","White","2106-3",17,22128,76.8,44.8,123.0,18.6
,"Alaska","02","2021","2021","Lung and Bronchus","22030","60-64 years ","60-64","White","2106-3",38,34346,110.6,78.3,151.9,17.9
,"Alaska","02","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","American Indian or Alaska Native","1002-5",21,4677,449.0,277.9,686.4,98.0
,"Alaska","02","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","White","2106-3",43,29910,143.8,104.0,193.6,21.9
,"Alaska","02","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","American Indian or Alaska Native","1002-5",18,3542,508.2,301.2,803.2,119.8
,"Alaska","02","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","White","2106-3",57,22128,257.6,195.1,333.7,34.1
,"Alaska","02","2021","2021","Lung and Bronchus","22030","75-79 years","75-79","White","2106-3",40,12657,316.0,225.8,430.3,50.0
,"Alaska","02","2021","2021","Lung and Bronchus","22030","80-84 years","80-84","White","2106-3",25,6664,375.2,242.8,553.8,75.0
,"Alaska","02","2021","2021","Lung and Bronchus","22030","85+ years","85+","White","2106-3",18,5201,346.1,205.1,547.0,81.6
,"Alaska","02","2021","2021","Prostate","28010","55-59 years","55-59","White","2106-3",41,17746,231.0,165.8,313.4,36.1
,"Alaska","02","2021","2021","Prostate","28010","60-64 years ","60-64","White","2106-3",75,18244,411.1,323.4,515.3,47.5
,"Alaska","02","2021","2021","Prostate","28010","65-69 years","65-69","White","2106-3",94,15641,601.0,485.7,735.5,62.0
,"Alaska","02","2021","2021","Prostate","28010","70-74 years","70-74","White","2106-3",84,11784,712.8,568.6,882.5,77.8
,"Alaska","02","2021","2021","Prostate","28010","75-79 years","75-79","White","2106-3",52,6562,792.4,591.8,1039.2,109.9
,"Alaska","02","2021","2021","Urinary Bladder, invasive and in situ","29010","65-69 years","65-69","White","2106-3",27,29910,90.3,59.5,131.3,17.4
,"Alaska","02","2021","2021","Urinary Bladder, invasive and in situ","29010","70-74 years","70-74","White","2106-3",27,22128,122.0,80.4,177.5,23.5
,"Alaska","02","2021","2021","Urinary Bladder, invasive and in situ","29010","75-79 years","75-79","White","2106-3",21,12657,165.9,102.7,253.6,36.2
,"Alaska","02","2021","2021","Urinary Bladder, invasive and in situ","29010","80-84 years","80-84","White","2106-3",17,6664,255.1,148.6,408.4,61.9
,"Arizona","04","2021","2021","Breast","26000","25-29 years","25-29","White","2106-3",18,402380,4.5,2.7,7.1,1.1
,"Arizona","04","2021","2021","Breast","26000","30-34 years","30-34","White","2106-3",46,398206,11.6,8.5,15.4,1.7
,"Arizona","04","2021","2021","Breast","26000","35-39 years","35-39","White","2106-3",91,379538,24.0,19.3,29.4,2.5
,"Arizona","04","2021","2021","Breast","26000","40-44 years","40-44","Black or African American","2054-5",20,29579,67.6,41.3,104.4,15.1
,"Arizona","04","2021","2021","Breast","26000","40-44 years","40-44","White","2106-3",191,363530,52.5,45.4,60.5,3.8
,"Arizona","04","2021","2021","Breast","26000","45-49 years","45-49","Asian or Pacific Islander","A-PI",28,24677,113.5,75.4,164.0,21.4
,"Arizona","04","2021","2021","Breast","26000","45-49 years","45-49","Black or African American","2054-5",17,25557,66.5,38.7,106.5,16.1
,"Arizona","04","2021","2021","Breast","26000","45-49 years","45-49","White","2106-3",314,346544,90.6,80.9,101.2,5.1
,"Arizona","04","2021","2021","Breast","26000","50-54 years","50-54","Asian or Pacific Islander","A-PI",26,21146,123.0,80.3,180.2,24.1
,"Arizona","04","2021","2021","Breast","26000","50-54 years","50-54","Black or African American","2054-5",19,23673,80.3,48.3,125.3,18.4
,"Arizona","04","2021","2021","Breast","26000","50-54 years","50-54","White","2106-3",417,365361,114.1,103.4,125.6,5.6
,"Arizona","04","2021","2021","Breast","26000","55-59 years","55-59","Asian or Pacific Islander","A-PI",25,17548,142.5,92.2,210.3,28.5
,"Arizona","04","2021","2021","Breast","26000","55-59 years","55-59","Black or African American","2054-5",24,21958,109.3,70.0,162.6,22.3
,"Arizona","04","2021","2021","Breast","26000","55-59 years","55-59","White","2106-3",479,378882,126.4,115.4,138.3,5.8
,"Arizona","04","2021","2021","Breast","26000","55-59 years","55-59","Other Races and Unknown combined","2131-1",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arizona","04","2021","2021","Breast","26000","60-64 years ","60-64","Asian or Pacific Islander","A-PI",22,15384,143.0,89.6,216.5,30.5
,"Arizona","04","2021","2021","Breast","26000","60-64 years ","60-64","Black or African American","2054-5",22,19800,111.1,69.6,168.2,23.7
,"Arizona","04","2021","2021","Breast","26000","60-64 years ","60-64","White","2106-3",681,393684,173.0,160.2,186.5,6.6
,"Arizona","04","2021","2021","Breast","26000","60-64 years ","60-64","Other Races and Unknown combined","2131-1",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arizona","04","2021","2021","Breast","26000","65-69 years","65-69","American Indian or Alaska Native","1002-5",18,13957,129.0,76.4,203.8,30.4
,"Arizona","04","2021","2021","Breast","26000","65-69 years","65-69","Asian or Pacific Islander","A-PI",27,13284,203.3,133.9,295.7,39.1
,"Arizona","04","2021","2021","Breast","26000","65-69 years","65-69","Black or African American","2054-5",20,15056,132.8,81.1,205.2,29.7
,"Arizona","04","2021","2021","Breast","26000","65-69 years","65-69","White","2106-3",768,370458,207.3,192.9,222.5,7.5
,"Arizona","04","2021","2021","Breast","26000","65-69 years","65-69","Other Races and Unknown combined","2131-1",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arizona","04","2021","2021","Breast","26000","70-74 years","70-74","Asian or Pacific Islander","A-PI",16,10454,153.1,87.5,248.5,38.3
,"Arizona","04","2021","2021","Breast","26000","70-74 years","70-74","Black or African American","2054-5",26,11127,233.7,152.6,342.4,45.8
,"Arizona","04","2021","2021","Breast","26000","70-74 years","70-74","White","2106-3",810,345623,234.4,218.5,251.1,8.2
,"Arizona","04","2021","2021","Breast","26000","70-74 years","70-74","Other Races and Unknown combined","2131-1",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Arizona","04","2021","2021","Breast","26000","75-79 years","75-79","White","2106-3",575,240498,239.1,219.9,259.5,10.0
,"Arizona","04","2021","2021","Breast","26000","80-84 years","80-84","White","2106-3",334,151383,220.6,197.6,245.6,12.1
,"Arizona","04","2021","2021","Breast","26000","85+ years","85+","White","2106-3",217,130398,166.4,145.0,190.1,11.3
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","35-39 years","35-39","White","2106-3",27,379538,7.1,4.7,10.4,1.4
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","40-44 years","40-44","White","2106-3",31,363530,8.5,5.8,12.1,1.5
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","45-49 years","45-49","White","2106-3",65,346544,18.8,14.5,23.9,2.3
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","50-54 years","50-54","White","2106-3",99,365361,27.1,22.0,33.0,2.7
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","55-59 years","55-59","White","2106-3",126,378882,33.3,27.7,39.6,3.0
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","60-64 years ","60-64","American Indian or Alaska Native","1002-5",16,18184,88.0,50.3,142.9,22.0
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","60-64 years ","60-64","White","2106-3",143,393684,36.3,30.6,42.8,3.0
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","65-69 years","65-69","White","2106-3",202,370458,54.5,47.3,62.6,3.8
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","70-74 years","70-74","White","2106-3",213,345623,61.6,53.6,70.5,4.2
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","75-79 years","75-79","White","2106-3",175,240498,72.8,62.4,84.4,5.5
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","80-84 years","80-84","White","2106-3",94,151383,62.1,50.2,76.0,6.4
,"Arizona","04","2021","2021","Kidney and Renal Pelvis","29020","85+ years","85+","White","2106-3",67,130398,51.4,39.8,65.3,6.3
,"Arizona","04","2021","2021","Liver","21071","50-54 years","50-54","White","2106-3",24,365361,6.6,4.2,9.8,1.3
,"Arizona","04","2021","2021","Liver","21071","55-59 years","55-59","White","2106-3",52,378882,13.7,10.3,18.0,1.9
,"Arizona","04","2021","2021","Liver","21071","60-64 years ","60-64","White","2106-3",95,393684,24.1,19.5,29.5,2.5
,"Arizona","04","2021","2021","Liver","21071","65-69 years","65-69","White","2106-3",136,370458,36.7,30.8,43.4,3.1
,"Arizona","04","2021","2021","Liver","21071","70-74 years","70-74","White","2106-3",94,345623,27.2,22.0,33.3,2.8
,"Arizona","04","2021","2021","Liver","21071","75-79 years","75-79","White","2106-3",79,240498,32.8,26.0,40.9,3.7
,"Arizona","04","2021","2021","Liver","21071","80-84 years","80-84","White","2106-3",34,151383,22.5,15.6,31.4,3.9
,"Arizona","04","2021","2021","Liver","21071","85+ years","85+","White","2106-3",24,130398,18.4,11.8,27.4,3.8
,"Arizona","04","2021","2021","Lung and Bronchus","22030","45-49 years","45-49","White","2106-3",35,346544,10.1,7.0,14.0,1.7
,"Arizona","04","2021","2021","Lung and Bronchus","22030","50-54 years","50-54","White","2106-3",75,365361,20.5,16.1,25.7,2.4
,"Arizona","04","2021","2021","Lung and Bronchus","22030","55-59 years","55-59","White","2106-3",204,378882,53.8,46.7,61.8,3.8
,"Arizona","04","2021","2021","Lung and Bronchus","22030","60-64 years ","60-64","Black or African American","2054-5",19,19800,96.0,57.8,149.9,22.0
,"Arizona","04","2021","2021","Lung and Bronchus","22030","60-64 years ","60-64","White","2106-3",478,393684,121.4,110.8,132.8,5.6
,"Arizona","04","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","Black or African American","2054-5",27,15056,179.3,118.2,260.9,34.5
,"Arizona","04","2021","2021","Lung and Bronchus","22030","65-69 years","65-69","White","2106-3",618,370458,166.8,153.9,180.5,6.7
,"Arizona","04","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","Asian or Pacific Islander","A-PI",18,10454,172.2,102.0,272.1,40.6
,"Arizona","04","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","Black or African American","2054-5",27,11127,242.7,159.9,353.0,46.7
,"Arizona","04","2021","2021","Lung and Bronchus","22030","70-74 years","70-74","White","2106-3",738,345623,213.5,198.4,229.5,7.9
,"Arizona","04","2021","2021","Lung and Bronchus","22030","75-79 years","75-79","Black or African American","2054-5",16,6255,255.8,146.2,415.4,63.9
,"Arizona","04","2021","2021","Lung and Bronchus","22030","75-79 years","75-79","White","2106-3",740,240498,307.7,285.9,330.7,11.3
,"Arizona","04","2021","2021","Lung and Bronchus","22030","80-84 years","80-84","White","2106-3",495,151383,327.0,298.8,357.1,14.7
,"Arizona","04","2021","2021","Lung and Bronchus","22030","85+ years","85+","White","2106-3",308,130398,236.2,210.6,264.1,13.5
,"Arizona","04","2021","2021","Prostate","28010","45-49 years","45-49","White","2106-3",30,174772,17.2,11.6,24.5,3.1
,"Arizona","04","2021","2021","Prostate","28010","50-54 years","50-54","Black or African American","2054-5",19,12098,157.1,94.6,245.3,36.0
,"Arizona","04","2021","2021","Prostate","28010","50-54 years","50-54","White","2106-3",110,183705,59.9,49.2,72.2,5.7
